disease_name,state,year,no_of_death,county_name
"Cerebrovascular Disease",DE,2011,79,Sussex
"Cerebrovascular Disease",NJ,2011,112,Sussex
"Cerebrovascular Disease",VA,2011,12,Sussex
"Cerebrovascular Disease",CA,2011,56,Sutter
"Cerebrovascular Disease",TX,2011,1,Sutton
"Cerebrovascular Disease",FL,2011,38,Suwannee
"Cerebrovascular Disease",NC,2011,4,Swain
"Cerebrovascular Disease",MT,2011,2,"Sweet Grass"
"Cerebrovascular Disease",WY,2011,21,Sweetwater
"Cerebrovascular Disease",MN,2011,3,Swift
"Cerebrovascular Disease",TX,2011,4,Swisher
"Cerebrovascular Disease",IN,2011,5,Switzerland
"Cerebrovascular Disease",GA,2011,3,Talbot
"Cerebrovascular Disease",MD,2011,50,Talbot
"Cerebrovascular Disease",GA,2011,3,Taliaferro
"Cerebrovascular Disease",AL,2011,36,Talladega
"Cerebrovascular Disease",MS,2011,6,Tallahatchie
"Cerebrovascular Disease",AL,2011,46,Tallapoosa
"Cerebrovascular Disease",IA,2011,9,Tama
"Cerebrovascular Disease",MO,2011,20,Taney
"Cerebrovascular Disease",LA,2011,89,Tangipahoa
"Cerebrovascular Disease",NM,2011,19,Taos
"Cerebrovascular Disease",TX,2011,832,Tarrant
"Cerebrovascular Disease",MS,2011,16,Tate
"Cerebrovascular Disease",GA,2011,30,Tattnall
"Cerebrovascular Disease",FL,2011,17,Taylor
"Cerebrovascular Disease",GA,2011,12,Taylor
"Cerebrovascular Disease",IA,2011,4,Taylor
"Cerebrovascular Disease",KY,2011,42,Taylor
"Cerebrovascular Disease",TX,2011,89,Taylor
"Cerebrovascular Disease",WI,2011,8,Taylor
"Cerebrovascular Disease",WV,2011,24,Taylor
"Cerebrovascular Disease",IL,2011,249,Tazewell
"Cerebrovascular Disease",VA,2011,61,Tazewell
"Cerebrovascular Disease",CA,2011,65,Tehama
"Cerebrovascular Disease",GA,2011,3,Telfair
"Cerebrovascular Disease",CO,2011,35,Teller
"Cerebrovascular Disease",LA,2011,3,Tensas
"Cerebrovascular Disease",LA,2011,38,Terrebonne
"Cerebrovascular Disease",GA,2011,4,Terrell
"Cerebrovascular Disease",TX,2011,0,Terrell
"Cerebrovascular Disease",TX,2011,8,Terry
"Cerebrovascular Disease",ID,2011,17,Teton
"Cerebrovascular Disease",MT,2011,4,Teton
"Cerebrovascular Disease",WY,2011,25,Teton
"Cerebrovascular Disease",MO,2011,27,Texas
"Cerebrovascular Disease",OK,2011,9,Texas
"Cerebrovascular Disease",NE,2011,1,Thayer
"Cerebrovascular Disease",GA,2011,23,Thomas
"Cerebrovascular Disease",KS,2011,7,Thomas
"Cerebrovascular Disease",NE,2011,0,Thomas
"Cerebrovascular Disease",TX,2011,0,Throckmorton
"Cerebrovascular Disease",NE,2011,4,Thurston
"Cerebrovascular Disease",WA,2011,143,Thurston
"Cerebrovascular Disease",GA,2011,35,Tift
"Cerebrovascular Disease",OR,2011,16,Tillamook
"Cerebrovascular Disease",OK,2011,7,Tillman
"Cerebrovascular Disease",NY,2011,70,Tioga
"Cerebrovascular Disease",PA,2011,70,Tioga
"Cerebrovascular Disease",MS,2011,24,Tippah
"Cerebrovascular Disease",IN,2011,118,Tippecanoe
"Cerebrovascular Disease",IN,2011,9,Tipton
"Cerebrovascular Disease",TN,2011,43,Tipton
"Cerebrovascular Disease",MS,2011,14,Tishomingo
"Cerebrovascular Disease",TX,2011,20,Titus
"Cerebrovascular Disease",KY,2011,5,Todd
"Cerebrovascular Disease",MN,2011,20,Todd
"Cerebrovascular Disease",SD,2011,2,Todd
"Cerebrovascular Disease",CT,2011,250,Tolland
"Cerebrovascular Disease",TX,2011,76,"Tom Green"
"Cerebrovascular Disease",NY,2011,178,Tompkins
"Cerebrovascular Disease",UT,2011,28,Tooele
"Cerebrovascular Disease",MT,2011,4,Toole
"Cerebrovascular Disease",GA,2011,16,Toombs
"Cerebrovascular Disease",NM,2011,11,Torrance
"Cerebrovascular Disease",ND,2011,1,Towner
"Cerebrovascular Disease",GA,2011,5,Towns
"Cerebrovascular Disease",ND,2011,3,Traill
"Cerebrovascular Disease",NC,2011,19,Transylvania
"Cerebrovascular Disease",MN,2011,1,Traverse
"Cerebrovascular Disease",TX,2011,1023,Travis
"Cerebrovascular Disease",MT,2011,1,Treasure
"Cerebrovascular Disease",KS,2011,0,Trego
"Cerebrovascular Disease",WI,2011,26,Trempealeau
"Cerebrovascular Disease",GA,2011,10,Treutlen
"Cerebrovascular Disease",KY,2011,15,Trigg
"Cerebrovascular Disease",KY,2011,7,Trimble
"Cerebrovascular Disease",CA,2011,24,Trinity
"Cerebrovascular Disease",TX,2011,16,Trinity
"Cerebrovascular Disease",SD,2011,2,Tripp
"Cerebrovascular Disease",GA,2011,49,Troup
"Cerebrovascular Disease",TN,2011,6,Trousdale
"Cerebrovascular Disease",OH,2011,227,Trumbull
"Cerebrovascular Disease",WV,2011,4,Tucker
"Cerebrovascular Disease",CA,2011,118,Tulare
"Cerebrovascular Disease",OK,2011,384,Tulsa
"Cerebrovascular Disease",MS,2011,6,Tunica
"Cerebrovascular Disease",CA,2011,21,Tuolumne
"Cerebrovascular Disease",GA,2011,7,Turner
"Cerebrovascular Disease",SD,2011,4,Turner
"Cerebrovascular Disease",AL,2011,411,Tuscaloosa
"Cerebrovascular Disease",OH,2011,62,Tuscarawas
"Cerebrovascular Disease",MI,2011,61,Tuscola
"Cerebrovascular Disease",GA,2011,5,Twiggs
"Cerebrovascular Disease",ID,2011,60,"Twin Falls"
"Cerebrovascular Disease",TX,2011,9,Tyler
"Cerebrovascular Disease",WV,2011,5,Tyler
"Cerebrovascular Disease",NC,2011,6,Tyrrell
"Cerebrovascular Disease",WY,2011,6,Uinta
"Cerebrovascular Disease",UT,2011,11,Uintah
"Cerebrovascular Disease",NY,2011,80,Ulster
"Cerebrovascular Disease",OR,2011,64,Umatilla
"Cerebrovascular Disease",TN,2011,25,Unicoi
"Cerebrovascular Disease",AR,2011,29,Union
"Cerebrovascular Disease",FL,2011,13,Union
"Cerebrovascular Disease",GA,2011,31,Union
"Cerebrovascular Disease",IA,2011,11,Union
"Cerebrovascular Disease",IL,2011,13,Union
"Cerebrovascular Disease",IN,2011,9,Union
"Cerebrovascular Disease",KY,2011,11,Union
"Cerebrovascular Disease",LA,2011,21,Union
"Cerebrovascular Disease",MS,2011,13,Union
"Cerebrovascular Disease",NC,2011,72,Union
"Cerebrovascular Disease",NJ,2011,477,Union
"Cerebrovascular Disease",NM,2011,3,Union
"Cerebrovascular Disease",OH,2011,27,Union
"Cerebrovascular Disease",OR,2011,23,Union
"Cerebrovascular Disease",PA,2011,38,Union
"Cerebrovascular Disease",SC,2011,31,Union
"Cerebrovascular Disease",SD,2011,4,Union
"Cerebrovascular Disease",TN,2011,10,Union
"Cerebrovascular Disease",TX,2011,46,Upshur
"Cerebrovascular Disease",WV,2011,40,Upshur
"Cerebrovascular Disease",GA,2011,29,Upson
"Cerebrovascular Disease",TX,2011,2,Upton
"Cerebrovascular Disease",UT,2011,410,Utah
"Cerebrovascular Disease",TX,2011,8,Uvalde
"Cerebrovascular Disease",TX,2011,26,"Val Verde"
"Cerebrovascular Disease",AK,2011,2,Valdez-Cordova
"Cerebrovascular Disease",NM,2011,40,Valencia
"Cerebrovascular Disease",ID,2011,4,Valley
"Cerebrovascular Disease",MT,2011,5,Valley
"Cerebrovascular Disease",NE,2011,4,Valley
"Cerebrovascular Disease",AR,2011,20,"Van Buren"
"Cerebrovascular Disease",IA,2011,2,"Van Buren"
"Cerebrovascular Disease",MI,2011,56,"Van Buren"
"Cerebrovascular Disease",TN,2011,9,"Van Buren"
"Cerebrovascular Disease",OH,2011,22,"Van Wert"
"Cerebrovascular Disease",TX,2011,16,"Van Zandt"
"Cerebrovascular Disease",NC,2011,53,Vance
"Cerebrovascular Disease",IN,2011,267,Vanderburgh
"Cerebrovascular Disease",PA,2011,33,Venango
"Cerebrovascular Disease",CA,2011,322,Ventura
"Cerebrovascular Disease",IL,2011,62,Vermilion
"Cerebrovascular Disease",LA,2011,43,Vermilion
"Cerebrovascular Disease",IN,2011,10,Vermillion
"Cerebrovascular Disease",LA,2011,25,Vernon
"Cerebrovascular Disease",MO,2011,11,Vernon
"Cerebrovascular Disease",WI,2011,24,Vernon
"Cerebrovascular Disease",TX,2011,40,Victoria
"Cerebrovascular Disease",IN,2011,63,Vigo
"Cerebrovascular Disease",WI,2011,20,Vilas
"Cerebrovascular Disease",OH,2011,20,Vinton
"Cerebrovascular Disease",VA,2011,228,"Virginia Beach City"
"Cerebrovascular Disease",FL,2011,275,Volusia
"Cerebrovascular Disease",IL,2011,16,Wabash
"Cerebrovascular Disease",IN,2011,21,Wabash
"Cerebrovascular Disease",MN,2011,10,Wabasha
"Cerebrovascular Disease",KS,2011,3,Wabaunsee
"Cerebrovascular Disease",AK,2011,7,"Wade Hampton"
"Cerebrovascular Disease",MN,2011,10,Wadena
"Cerebrovascular Disease",OK,2011,54,Wagoner
"Cerebrovascular Disease",WA,2011,2,Wahkiakum
"Cerebrovascular Disease",NC,2011,375,Wake
"Cerebrovascular Disease",FL,2011,18,Wakulla
"Cerebrovascular Disease",ME,2011,58,Waldo
"Cerebrovascular Disease",AL,2011,33,Walker
"Cerebrovascular Disease",GA,2011,48,Walker
"Cerebrovascular Disease",TX,2011,124,Walker
"Cerebrovascular Disease",WA,2011,55,"Walla Walla"
"Cerebrovascular Disease",KS,2011,1,Wallace
"Cerebrovascular Disease",TX,2011,13,Waller
"Cerebrovascular Disease",OR,2011,3,Wallowa
"Cerebrovascular Disease",ND,2011,9,Walsh
"Cerebrovascular Disease",MS,2011,34,Walthall
"Cerebrovascular Disease",FL,2011,47,Walton
"Cerebrovascular Disease",GA,2011,74,Walton
"Cerebrovascular Disease",SD,2011,4,Walworth
"Cerebrovascular Disease",WI,2011,121,Walworth
"Cerebrovascular Disease",IA,2011,19,Wapello
"Cerebrovascular Disease",ND,2011,44,Ward
"Cerebrovascular Disease",TX,2011,8,Ward
"Cerebrovascular Disease",GA,2011,39,Ware
"Cerebrovascular Disease",GA,2011,3,Warren
"Cerebrovascular Disease",IA,2011,35,Warren
"Cerebrovascular Disease",IL,2011,10,Warren
"Cerebrovascular Disease",IN,2011,7,Warren
"Cerebrovascular Disease",KY,2011,42,Warren
"Cerebrovascular Disease",MO,2011,36,Warren
"Cerebrovascular Disease",MS,2011,34,Warren
"Cerebrovascular Disease",NC,2011,16,Warren
"Cerebrovascular Disease",NJ,2011,239,Warren
"Cerebrovascular Disease",NY,2011,31,Warren
"Cerebrovascular Disease",OH,2011,173,Warren
"Cerebrovascular Disease",PA,2011,38,Warren
"Cerebrovascular Disease",TN,2011,40,Warren
"Cerebrovascular Disease",VA,2011,50,Warren
"Cerebrovascular Disease",IN,2011,36,Warrick
"Cerebrovascular Disease",UT,2011,8,Wasatch
"Cerebrovascular Disease",OR,2011,15,Wasco
"Cerebrovascular Disease",MN,2011,30,Waseca
"Cerebrovascular Disease",WY,2011,3,Washakie
"Cerebrovascular Disease",WI,2011,14,Washburn
"Cerebrovascular Disease",AL,2011,10,Washington
"Cerebrovascular Disease",AR,2011,111,Washington
"Cerebrovascular Disease",CO,2011,2,Washington
"Cerebrovascular Disease",FL,2011,39,Washington
"Cerebrovascular Disease",GA,2011,19,Washington
"Cerebrovascular Disease",IA,2011,6,Washington
"Cerebrovascular Disease",ID,2011,7,Washington
"Cerebrovascular Disease",IL,2011,19,Washington
"Cerebrovascular Disease",IN,2011,20,Washington
"Cerebrovascular Disease",KS,2011,3,Washington
"Cerebrovascular Disease",KY,2011,17,Washington
"Cerebrovascular Disease",LA,2011,32,Washington
"Cerebrovascular Disease",MD,2011,98,Washington
"Cerebrovascular Disease",ME,2011,16,Washington
"Cerebrovascular Disease",MN,2011,374,Washington
"Cerebrovascular Disease",MO,2011,13,Washington
"Cerebrovascular Disease",MS,2011,52,Washington
"Cerebrovascular Disease",NC,2011,6,Washington
"Cerebrovascular Disease",NE,2011,6,Washington
"Cerebrovascular Disease",NY,2011,67,Washington
"Cerebrovascular Disease",OH,2011,48,Washington
"Cerebrovascular Disease",OK,2011,67,Washington
"Cerebrovascular Disease",OR,2011,517,Washington
"Cerebrovascular Disease",PA,2011,211,Washington
"Cerebrovascular Disease",RI,2011,94,Washington
"Cerebrovascular Disease",TN,2011,70,Washington
"Cerebrovascular Disease",TX,2011,15,Washington
"Cerebrovascular Disease",UT,2011,97,Washington
"Cerebrovascular Disease",VA,2011,48,Washington
"Cerebrovascular Disease",VT,2011,68,Washington
"Cerebrovascular Disease",WI,2011,94,Washington
"Cerebrovascular Disease",OK,2011,22,Washita
"Cerebrovascular Disease",NV,2011,451,Washoe
"Cerebrovascular Disease",MI,2011,128,Washtenaw
"Cerebrovascular Disease",NC,2011,72,Watauga
"Cerebrovascular Disease",MN,2011,17,Watonwan
"Cerebrovascular Disease",WI,2011,505,Waukesha
"Cerebrovascular Disease",WI,2011,57,Waupaca
"Cerebrovascular Disease",WI,2011,17,Waushara
"Cerebrovascular Disease",GA,2011,13,Wayne
"Cerebrovascular Disease",IA,2011,4,Wayne
"Cerebrovascular Disease",IL,2011,9,Wayne
"Cerebrovascular Disease",IN,2011,51,Wayne
"Cerebrovascular Disease",KY,2011,9,Wayne
"Cerebrovascular Disease",MI,2011,1456,Wayne
"Cerebrovascular Disease",MO,2011,8,Wayne
"Cerebrovascular Disease",MS,2011,11,Wayne
"Cerebrovascular Disease",NC,2011,69,Wayne
"Cerebrovascular Disease",NE,2011,9,Wayne
"Cerebrovascular Disease",NY,2011,150,Wayne
"Cerebrovascular Disease",OH,2011,159,Wayne
"Cerebrovascular Disease",PA,2011,33,Wayne
"Cerebrovascular Disease",TN,2011,13,Wayne
"Cerebrovascular Disease",UT,2011,0,Wayne
"Cerebrovascular Disease",WV,2011,41,Wayne
"Cerebrovascular Disease",VA,2011,21,"Waynesboro City"
"Cerebrovascular Disease",TN,2011,52,Weakley
"Cerebrovascular Disease",TX,2011,266,Webb
"Cerebrovascular Disease",UT,2011,128,Weber
"Cerebrovascular Disease",GA,2011,1,Webster
"Cerebrovascular Disease",IA,2011,32,Webster
"Cerebrovascular Disease",KY,2011,15,Webster
"Cerebrovascular Disease",LA,2011,76,Webster
"Cerebrovascular Disease",MO,2011,39,Webster
"Cerebrovascular Disease",MS,2011,6,Webster
"Cerebrovascular Disease",NE,2011,3,Webster
"Cerebrovascular Disease",WV,2011,4,Webster
"Cerebrovascular Disease",CO,2011,122,Weld
"Cerebrovascular Disease",IN,2011,14,Wells
"Cerebrovascular Disease",ND,2011,1,Wells
"Cerebrovascular Disease",LA,2011,41,"West Baton Rouge"
"Cerebrovascular Disease",LA,2011,4,"West Carroll"
"Cerebrovascular Disease",LA,2011,8,"West Feliciana"
"Cerebrovascular Disease",NY,2011,987,Westchester
"Cerebrovascular Disease",PA,2011,387,Westmoreland
"Cerebrovascular Disease",VA,2011,16,Westmoreland
"Cerebrovascular Disease",WY,2011,10,Weston
"Cerebrovascular Disease",WV,2011,15,Wetzel
"Cerebrovascular Disease",MI,2011,39,Wexford
"Cerebrovascular Disease",TX,2011,29,Wharton
"Cerebrovascular Disease",WA,2011,248,Whatcom
"Cerebrovascular Disease",MT,2011,1,Wheatland
"Cerebrovascular Disease",GA,2011,9,Wheeler
"Cerebrovascular Disease",NE,2011,0,Wheeler
"Cerebrovascular Disease",OR,2011,2,Wheeler
"Cerebrovascular Disease",TX,2011,3,Wheeler
"Cerebrovascular Disease",AR,2011,37,White
"Cerebrovascular Disease",GA,2011,15,White
"Cerebrovascular Disease",IL,2011,14,White
"Cerebrovascular Disease",IN,2011,9,White
"Cerebrovascular Disease",TN,2011,15,White
"Cerebrovascular Disease",NV,2011,8,"White Pine"
"Cerebrovascular Disease",IL,2011,23,Whiteside
"Cerebrovascular Disease",GA,2011,63,Whitfield
"Cerebrovascular Disease",IN,2011,25,Whitley
"Cerebrovascular Disease",KY,2011,39,Whitley
"Cerebrovascular Disease",WA,2011,63,Whitman
"Cerebrovascular Disease",MT,2011,0,Wibaux
"Cerebrovascular Disease",KS,2011,1,Wichita
"Cerebrovascular Disease",TX,2011,96,Wichita
"Cerebrovascular Disease",MD,2011,76,Wicomico
"Cerebrovascular Disease",TX,2011,7,Wilbarger
"Cerebrovascular Disease",AL,2011,6,Wilcox
"Cerebrovascular Disease",GA,2011,7,Wilcox
"Cerebrovascular Disease",GA,2011,5,Wilkes
"Cerebrovascular Disease",NC,2011,29,Wilkes
"Cerebrovascular Disease",MN,2011,1,Wilkin
"Cerebrovascular Disease",GA,2011,6,Wilkinson
"Cerebrovascular Disease",MS,2011,5,Wilkinson
"Cerebrovascular Disease",IL,2011,231,Will
"Cerebrovascular Disease",TX,2011,12,Willacy
"Cerebrovascular Disease",ND,2011,27,Williams
"Cerebrovascular Disease",OH,2011,34,Williams
"Cerebrovascular Disease",SC,2011,41,Williamsburg
"Cerebrovascular Disease",VA,2011,7,"Williamsburg City"
"Cerebrovascular Disease",IL,2011,23,Williamson
"Cerebrovascular Disease",TN,2011,75,Williamson
"Cerebrovascular Disease",TX,2011,254,Williamson
"Cerebrovascular Disease",KS,2011,3,Wilson
"Cerebrovascular Disease",NC,2011,53,Wilson
"Cerebrovascular Disease",TN,2011,89,Wilson
"Cerebrovascular Disease",TX,2011,27,Wilson
"Cerebrovascular Disease",VA,2011,25,"Winchester City"
"Cerebrovascular Disease",CT,2011,79,Windham
"Cerebrovascular Disease",VT,2011,20,Windham
"Cerebrovascular Disease",VT,2011,45,Windsor
"Cerebrovascular Disease",TX,2011,5,Winkler
"Cerebrovascular Disease",LA,2011,7,Winn
"Cerebrovascular Disease",IA,2011,17,Winnebago
"Cerebrovascular Disease",IL,2011,123,Winnebago
"Cerebrovascular Disease",WI,2011,128,Winnebago
"Cerebrovascular Disease",IA,2011,8,Winneshiek
"Cerebrovascular Disease",MN,2011,49,Winona
"Cerebrovascular Disease",AL,2011,22,Winston
"Cerebrovascular Disease",MS,2011,28,Winston
"Cerebrovascular Disease",WV,2011,4,Wirt
"Cerebrovascular Disease",TX,2011,38,Wise
"Cerebrovascular Disease",VA,2011,30,Wise
"Cerebrovascular Disease",KY,2011,6,Wolfe
"Cerebrovascular Disease",OH,2011,130,Wood
"Cerebrovascular Disease",TX,2011,39,Wood
"Cerebrovascular Disease",WI,2011,59,Wood
"Cerebrovascular Disease",WV,2011,94,Wood
"Cerebrovascular Disease",IA,2011,59,Woodbury
"Cerebrovascular Disease",IL,2011,16,Woodford
"Cerebrovascular Disease",KY,2011,17,Woodford
"Cerebrovascular Disease",AR,2011,8,Woodruff
"Cerebrovascular Disease",OK,2011,8,Woods
"Cerebrovascular Disease",KS,2011,4,Woodson
"Cerebrovascular Disease",OK,2011,13,Woodward
"Cerebrovascular Disease",MA,2011,587,Worcester
"Cerebrovascular Disease",MD,2011,20,Worcester
"Cerebrovascular Disease",GA,2011,46,Worth
"Cerebrovascular Disease",IA,2011,4,Worth
"Cerebrovascular Disease",MO,2011,2,Worth
"Cerebrovascular Disease",AK,2011,3,Wrangell-Petersburg
"Cerebrovascular Disease",IA,2011,15,Wright
"Cerebrovascular Disease",MN,2011,51,Wright
"Cerebrovascular Disease",MO,2011,18,Wright
"Cerebrovascular Disease",OH,2011,10,Wyandot
"Cerebrovascular Disease",KS,2011,112,Wyandotte
"Cerebrovascular Disease",NY,2011,28,Wyoming
"Cerebrovascular Disease",PA,2011,32,Wyoming
"Cerebrovascular Disease",WV,2011,31,Wyoming
"Cerebrovascular Disease",VA,2011,24,Wythe
"Cerebrovascular Disease",NC,2011,49,Yadkin
"Cerebrovascular Disease",WA,2011,125,Yakima
"Cerebrovascular Disease",AK,2011,1,Yakutat
"Cerebrovascular Disease",MS,2011,11,Yalobusha
"Cerebrovascular Disease",OR,2011,52,Yamhill
"Cerebrovascular Disease",NC,2011,23,Yancey
"Cerebrovascular Disease",SD,2011,35,Yankton
"Cerebrovascular Disease",NY,2011,13,Yates
"Cerebrovascular Disease",AZ,2011,312,Yavapai
"Cerebrovascular Disease",MS,2011,50,Yazoo
"Cerebrovascular Disease",AR,2011,12,Yell
"Cerebrovascular Disease",MN,2011,19,"Yellow Medicine"
"Cerebrovascular Disease",MT,2011,90,Yellowstone
"Cerebrovascular Disease",TX,2011,5,Yoakum
"Cerebrovascular Disease",CA,2011,146,Yolo
"Cerebrovascular Disease",ME,2011,68,York
"Cerebrovascular Disease",NE,2011,7,York
"Cerebrovascular Disease",PA,2011,701,York
"Cerebrovascular Disease",SC,2011,181,York
"Cerebrovascular Disease",VA,2011,50,York
"Cerebrovascular Disease",TX,2011,10,Young
"Cerebrovascular Disease",CA,2011,25,Yuba
"Cerebrovascular Disease",AK,2011,1,Yukon-Koyukuk
"Cerebrovascular Disease",AZ,2011,83,Yuma
"Cerebrovascular Disease",CO,2011,6,Yuma
"Cerebrovascular Disease",TX,2011,3,Zapata
"Cerebrovascular Disease",TX,2011,4,Zavala
"Cerebrovascular Disease",SD,2011,1,Ziebach
"Cerebrovascular Disease",SC,2012,23,Abbeville
"Cerebrovascular Disease",LA,2012,123,Acadia
"Cerebrovascular Disease",VA,2012,39,Accomack
"Cerebrovascular Disease",ID,2012,329,Ada
"Cerebrovascular Disease",IA,2012,4,Adair
"Cerebrovascular Disease",KY,2012,19,Adair
"Cerebrovascular Disease",MO,2012,30,Adair
"Cerebrovascular Disease",OK,2012,31,Adair
"Cerebrovascular Disease",CO,2012,195,Adams
"Cerebrovascular Disease",IA,2012,3,Adams
"Cerebrovascular Disease",ID,2012,6,Adams
"Cerebrovascular Disease",IL,2012,112,Adams
"Cerebrovascular Disease",IN,2012,62,Adams
"Cerebrovascular Disease",MS,2012,21,Adams
"Cerebrovascular Disease",ND,2012,3,Adams
"Cerebrovascular Disease",NE,2012,17,Adams
"Cerebrovascular Disease",OH,2012,26,Adams
"Cerebrovascular Disease",PA,2012,33,Adams
"Cerebrovascular Disease",WA,2012,30,Adams
"Cerebrovascular Disease",WI,2012,25,Adams
"Cerebrovascular Disease",VT,2012,45,Addison
"Cerebrovascular Disease",SC,2012,63,Aiken
"Cerebrovascular Disease",MN,2012,19,Aitkin
"Cerebrovascular Disease",FL,2012,234,Alachua
"Cerebrovascular Disease",NC,2012,127,Alamance
"Cerebrovascular Disease",CA,2012,772,Alameda
"Cerebrovascular Disease",CO,2012,9,Alamosa
"Cerebrovascular Disease",NY,2012,191,Albany
"Cerebrovascular Disease",WY,2012,34,Albany
"Cerebrovascular Disease",VA,2012,54,Albemarle
"Cerebrovascular Disease",MI,2012,6,Alcona
"Cerebrovascular Disease",MS,2012,15,Alcorn
"Cerebrovascular Disease",AK,2012,1,"Aleutians East"
"Cerebrovascular Disease",AK,2012,4,"Aleutians West"
"Cerebrovascular Disease",IL,2012,8,Alexander
"Cerebrovascular Disease",NC,2012,30,Alexander
"Cerebrovascular Disease",VA,2012,157,"Alexandria City"
"Cerebrovascular Disease",OK,2012,3,Alfalfa
"Cerebrovascular Disease",MI,2012,15,Alger
"Cerebrovascular Disease",IA,2012,6,Allamakee
"Cerebrovascular Disease",MI,2012,52,Allegan
"Cerebrovascular Disease",MD,2012,137,Allegany
"Cerebrovascular Disease",NY,2012,27,Allegany
"Cerebrovascular Disease",NC,2012,11,Alleghany
"Cerebrovascular Disease",VA,2012,27,Alleghany
"Cerebrovascular Disease",PA,2012,1743,Allegheny
"Cerebrovascular Disease",IN,2012,454,Allen
"Cerebrovascular Disease",KS,2012,6,Allen
"Cerebrovascular Disease",KY,2012,38,Allen
"Cerebrovascular Disease",LA,2012,24,Allen
"Cerebrovascular Disease",OH,2012,44,Allen
"Cerebrovascular Disease",SC,2012,8,Allendale
"Cerebrovascular Disease",MI,2012,21,Alpena
"Cerebrovascular Disease",CA,2012,1,Alpine
"Cerebrovascular Disease",CA,2012,13,Amador
"Cerebrovascular Disease",VA,2012,18,Amelia
"Cerebrovascular Disease",VA,2012,11,Amherst
"Cerebrovascular Disease",MS,2012,5,Amite
"Cerebrovascular Disease",AK,2012,182,Anchorage
"Cerebrovascular Disease",KS,2012,9,Anderson
"Cerebrovascular Disease",KY,2012,38,Anderson
"Cerebrovascular Disease",SC,2012,161,Anderson
"Cerebrovascular Disease",TN,2012,86,Anderson
