@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R3,5_clustered'

@attribute Instance_number numeric
@attribute disease_name {'Cerebrovascular Disease',Cholera,'Chronic lower respiratory diseases','Diabetes mellitus','Diarrheal Diseases',HIV/AIDS,'Influenza and pneumonia',Malaria,'Malignant tumours',Tuberculosis}
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute no_of_death numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
7281,'Malignant tumours',MT,4,cluster2
7282,'Diabetes mellitus',MN,10,cluster4
7283,Cholera,TN,30,cluster9
7284,'Influenza and pneumonia',KY,32,cluster8
7285,'Influenza and pneumonia',IA,9,cluster8
7286,'Cerebrovascular Disease',AK,11,cluster3
7287,'Malignant tumours',WV,30,cluster2
7288,Malaria,GA,8,cluster7
7289,Cholera,IA,193,cluster9
7290,'Malignant tumours',IL,441,cluster2
7291,'Cerebrovascular Disease',KS,6,cluster3
7292,Cholera,OK,1,cluster9
7293,Malaria,IA,3,cluster7
7294,HIV/AIDS,GA,20,cluster0
7295,HIV/AIDS,CO,41,cluster0
7296,'Chronic lower respiratory diseases',TX,2,cluster5
7297,'Cerebrovascular Disease',VA,11,cluster3
7298,'Cerebrovascular Disease',WA,49,cluster3
7299,'Chronic lower respiratory diseases',LA,10,cluster5
7300,HIV/AIDS,KS,6,cluster0
7301,'Influenza and pneumonia',NY,34,cluster8
7302,'Cerebrovascular Disease',NJ,805,cluster3
7303,'Malignant tumours',NE,1,cluster2
7304,'Influenza and pneumonia',TX,18,cluster8
7305,Tuberculosis,VA,27,cluster6
7306,Cholera,NC,54,cluster9
7307,Malaria,KY,101,cluster7
7308,Cholera,MS,11,cluster9
7309,Malaria,OK,9,cluster7
7310,HIV/AIDS,MO,228,cluster0
7311,HIV/AIDS,VT,13,cluster0
7312,Cholera,LA,6,cluster9
7313,'Influenza and pneumonia',KS,46,cluster8
7314,'Influenza and pneumonia',TX,4,cluster8
7315,'Cerebrovascular Disease',ND,6,cluster3
7316,'Malignant tumours',OK,24,cluster2
7317,'Influenza and pneumonia',VA,19,cluster8
7318,Malaria,MO,16,cluster7
7319,'Influenza and pneumonia',SC,32,cluster8
7320,'Chronic lower respiratory diseases',IN,21,cluster5
7321,HIV/AIDS,WV,23,cluster0
7322,'Diarrheal Diseases',MS,0,cluster1
7323,'Chronic lower respiratory diseases',MI,28,cluster5
7324,'Influenza and pneumonia',KY,19,cluster8
7325,'Cerebrovascular Disease',MT,2,cluster3
7326,'Malignant tumours',GA,6,cluster2
7327,HIV/AIDS,FL,39,cluster0
7328,Tuberculosis,NH,58,cluster6
7329,Cholera,LA,44,cluster9
7330,'Diarrheal Diseases',CT,83,cluster1
7331,Malaria,NC,37,cluster7
7332,Tuberculosis,SD,3,cluster6
7333,HIV/AIDS,KY,24,cluster0
7334,Tuberculosis,IL,51,cluster6
7335,'Cerebrovascular Disease',IA,35,cluster3
7336,Malaria,ND,1,cluster7
7337,Malaria,GA,131,cluster7
7338,Cholera,UT,1,cluster9
7339,'Influenza and pneumonia',MO,4,cluster8
7340,'Malignant tumours',IL,6,cluster2
7341,'Influenza and pneumonia',WI,28,cluster8
7342,HIV/AIDS,SC,53,cluster0
7343,Malaria,KY,39,cluster7
7344,Cholera,GA,439,cluster9
7345,'Diabetes mellitus',IN,15,cluster4
7346,HIV/AIDS,TX,73,cluster0
7347,'Chronic lower respiratory diseases',TX,50,cluster5
7348,Malaria,WI,50,cluster7
7349,'Cerebrovascular Disease',NC,266,cluster3
7350,'Malignant tumours',MS,232,cluster2
7351,Malaria,KY,56,cluster7
7352,Malaria,NE,11,cluster7
7353,'Chronic lower respiratory diseases',NC,14,cluster5
7354,'Influenza and pneumonia',ND,96,cluster8
7355,Tuberculosis,TX,75,cluster6
7356,HIV/AIDS,VA,13,cluster0
7357,Tuberculosis,MT,20,cluster6
7358,'Cerebrovascular Disease',FL,127,cluster3
7359,Malaria,TX,2,cluster7
7360,'Malignant tumours',MI,151,cluster2
7361,Malaria,GA,3,cluster7
7362,HIV/AIDS,TX,8,cluster0
7363,Tuberculosis,DE,435,cluster6
7364,Tuberculosis,FL,108,cluster6
7365,'Diarrheal Diseases',SC,23,cluster1
7366,Tuberculosis,CO,17,cluster6
7367,'Influenza and pneumonia',PA,67,cluster8
7368,'Diabetes mellitus',NC,6,cluster4
7369,'Malignant tumours',OH,85,cluster2
7370,'Cerebrovascular Disease',AL,16,cluster3
7371,'Diarrheal Diseases',MI,10,cluster1
7372,Malaria,KY,16,cluster7
7373,'Diabetes mellitus',IA,28,cluster4
7374,'Influenza and pneumonia',AR,40,cluster8
7375,'Diarrheal Diseases',NY,30,cluster1
7376,'Cerebrovascular Disease',TN,4,cluster3
7377,'Cerebrovascular Disease',TX,5,cluster3
7378,'Diarrheal Diseases',TX,396,cluster1
7379,'Diarrheal Diseases',OR,97,cluster1
7380,'Diabetes mellitus',OK,63,cluster4
7381,'Diabetes mellitus',FL,28,cluster4
7382,Tuberculosis,OK,27,cluster6
7383,'Cerebrovascular Disease',KS,16,cluster3
7384,'Cerebrovascular Disease',MA,1175,cluster3
7385,'Diarrheal Diseases',LA,6,cluster1
7386,'Influenza and pneumonia',MI,20,cluster8
7387,'Diarrheal Diseases',TX,12,cluster1
7388,'Influenza and pneumonia',NY,737,cluster8
7389,'Chronic lower respiratory diseases',FL,32,cluster5
7390,Tuberculosis,GA,63,cluster6
7391,Cholera,NJ,477,cluster9
7392,Cholera,NC,21,cluster9
7393,Cholera,PA,81,cluster9
7394,'Malignant tumours',NE,11,cluster2
7395,Cholera,KY,23,cluster9
7396,'Diarrheal Diseases',SD,4,cluster1
7397,'Chronic lower respiratory diseases',CO,7,cluster5
7398,Cholera,MS,126,cluster9
7399,Malaria,MS,17,cluster7
7400,'Influenza and pneumonia',AR,17,cluster8
7401,HIV/AIDS,AR,17,cluster0
7402,Cholera,GA,7,cluster9
7403,'Diarrheal Diseases',AK,61,cluster1
7404,Cholera,NC,43,cluster9
7405,'Malignant tumours',TX,0,cluster2
7406,HIV/AIDS,ND,21,cluster0
7407,HIV/AIDS,KS,31,cluster0
7408,'Influenza and pneumonia',MT,7,cluster8
7409,HIV/AIDS,UT,49,cluster0
7410,'Influenza and pneumonia',OK,17,cluster8
7411,'Malignant tumours',TX,38,cluster2
7412,Cholera,AL,13,cluster9
7413,'Cerebrovascular Disease',MT,1,cluster3
7414,HIV/AIDS,NC,8,cluster0
7415,'Malignant tumours',SC,51,cluster2
7416,'Cerebrovascular Disease',OR,9,cluster3
7417,'Influenza and pneumonia',SD,50,cluster8
7418,HIV/AIDS,KS,1,cluster0
7419,Cholera,NY,41,cluster9
7420,'Influenza and pneumonia',FL,76,cluster8
7421,'Diarrheal Diseases',OH,41,cluster1
7422,Cholera,TN,27,cluster9
7423,Cholera,GA,16,cluster9
7424,'Cerebrovascular Disease',VA,8,cluster3
7425,'Cerebrovascular Disease',MS,20,cluster3
7426,Malaria,MI,12,cluster7
7427,Cholera,SD,2,cluster9
7428,'Diarrheal Diseases',AK,4,cluster1
7429,'Diabetes mellitus',KS,16,cluster4
7430,'Diarrheal Diseases',TN,7,cluster1
7431,Tuberculosis,KY,13,cluster6
7432,Malaria,CO,10,cluster7
7433,'Chronic lower respiratory diseases',KY,30,cluster5
7434,Malaria,GA,3,cluster7
7435,'Chronic lower respiratory diseases',OK,9,cluster5
7436,'Diarrheal Diseases',MN,11,cluster1
7437,'Diabetes mellitus',MS,94,cluster4
7438,'Influenza and pneumonia',NE,8,cluster8
7439,'Diarrheal Diseases',TX,220,cluster1
7440,'Diarrheal Diseases',MO,3,cluster1
7441,HIV/AIDS,NC,10,cluster0
7442,Tuberculosis,VA,35,cluster6
7443,HIV/AIDS,WV,6,cluster0
7444,'Diarrheal Diseases',OR,42,cluster1
7445,Cholera,CA,86,cluster9
7446,Malaria,VA,29,cluster7
7447,'Malignant tumours',TX,19,cluster2
7448,HIV/AIDS,MT,2,cluster0
7449,'Malignant tumours',IA,31,cluster2
7450,'Malignant tumours',KY,15,cluster2
7451,HIV/AIDS,VT,12,cluster0
7452,'Diarrheal Diseases',IN,22,cluster1
7453,'Malignant tumours',NE,4,cluster2
7454,HIV/AIDS,GA,49,cluster0
7455,HIV/AIDS,KY,35,cluster0
7456,'Influenza and pneumonia',CT,277,cluster8
7457,'Diabetes mellitus',KY,22,cluster4
7458,'Diabetes mellitus',NE,22,cluster4
7459,'Diarrheal Diseases',NC,78,cluster1
7460,Tuberculosis,TX,1579,cluster6
7461,'Cerebrovascular Disease',KS,1,cluster3
7462,'Influenza and pneumonia',TX,1,cluster8
7463,'Cerebrovascular Disease',SC,20,cluster3
7464,'Chronic lower respiratory diseases',SC,27,cluster5
7465,'Diarrheal Diseases',TN,45,cluster1
7466,'Chronic lower respiratory diseases',GA,5,cluster5
7467,'Influenza and pneumonia',SD,41,cluster8
7468,'Cerebrovascular Disease',MS,5,cluster3
7469,'Cerebrovascular Disease',IL,18,cluster3
7470,'Chronic lower respiratory diseases',SD,1,cluster5
7471,'Influenza and pneumonia',NE,2,cluster8
7472,'Cerebrovascular Disease',MS,83,cluster3
7473,'Influenza and pneumonia',TN,41,cluster8
7474,Tuberculosis,PA,7,cluster6
7475,'Diarrheal Diseases',ID,13,cluster1
7476,'Cerebrovascular Disease',AZ,39,cluster3
7477,Tuberculosis,MI,75,cluster6
7478,Cholera,OH,42,cluster9
7479,HIV/AIDS,LA,27,cluster0
7480,Tuberculosis,MS,45,cluster6
7481,Cholera,IL,27,cluster9
7482,'Diabetes mellitus',KY,15,cluster4
7483,'Chronic lower respiratory diseases',GA,2,cluster5
7484,'Diarrheal Diseases',TX,10,cluster1
7485,'Influenza and pneumonia',PA,102,cluster8
7486,Malaria,WI,5,cluster7
7487,'Malignant tumours',IL,33,cluster2
7488,Cholera,CA,199,cluster9
7489,'Cerebrovascular Disease',OH,47,cluster3
7490,Cholera,ID,2,cluster9
7491,Malaria,VA,26,cluster7
7492,'Cerebrovascular Disease',NE,4,cluster3
7493,'Chronic lower respiratory diseases',LA,16,cluster5
7494,'Chronic lower respiratory diseases',FL,11,cluster5
7495,'Chronic lower respiratory diseases',OK,8,cluster5
7496,'Diarrheal Diseases',IN,19,cluster1
7497,Cholera,FL,9,cluster9
7498,'Chronic lower respiratory diseases',AR,40,cluster5
7499,'Diarrheal Diseases',IL,17,cluster1
7500,'Diarrheal Diseases',TN,18,cluster1
7501,'Diabetes mellitus',PA,48,cluster4
7502,'Diabetes mellitus',MI,47,cluster4
7503,Tuberculosis,KY,5,cluster6
7504,'Diabetes mellitus',TX,6,cluster4
7505,'Cerebrovascular Disease',GA,290,cluster3
7506,'Malignant tumours',KY,17,cluster2
7507,'Diabetes mellitus',MI,43,cluster4
7508,'Influenza and pneumonia',WA,10,cluster8
7509,HIV/AIDS,MI,19,cluster0
7510,'Influenza and pneumonia',VA,10,cluster8
7511,Malaria,NE,3,cluster7
7512,Cholera,WI,8,cluster9
7513,'Diarrheal Diseases',IN,33,cluster1
7514,'Chronic lower respiratory diseases',CO,11,cluster5
7515,'Diabetes mellitus',OK,2,cluster4
7516,'Chronic lower respiratory diseases',OK,64,cluster5
7517,HIV/AIDS,SC,70,cluster0
7518,'Malignant tumours',FL,45,cluster2
7519,'Malignant tumours',TX,6,cluster2
7520,'Diabetes mellitus',KY,9,cluster4
7521,'Diarrheal Diseases',MI,32,cluster1
7522,Tuberculosis,NE,51,cluster6
7523,Tuberculosis,TN,120,cluster6
7524,'Diarrheal Diseases',FL,31,cluster1
7525,Cholera,OK,7,cluster9
7526,'Influenza and pneumonia',KS,2,cluster8
7527,'Chronic lower respiratory diseases',PA,39,cluster5
7528,'Diabetes mellitus',SC,28,cluster4
7529,'Malignant tumours',MN,39,cluster2
7530,'Diarrheal Diseases',MI,28,cluster1
7531,'Influenza and pneumonia',SD,91,cluster8
7532,HIV/AIDS,NE,1,cluster0
7533,'Chronic lower respiratory diseases',FL,98,cluster5
7534,'Diarrheal Diseases',TX,2,cluster1
7535,Tuberculosis,IL,10,cluster6
7536,'Cerebrovascular Disease',IA,2,cluster3
7537,Tuberculosis,MT,12,cluster6
7538,Tuberculosis,MN,11,cluster6
7539,Cholera,GA,3,cluster9
7540,Malaria,IL,6,cluster7
7541,'Chronic lower respiratory diseases',TX,722,cluster5
7542,'Diabetes mellitus',TN,10,cluster4
7543,'Malignant tumours',WY,38,cluster2
7544,Tuberculosis,SD,5,cluster6
7545,'Diabetes mellitus',NC,8,cluster4
7546,'Influenza and pneumonia',FL,184,cluster8
7547,'Diabetes mellitus',MI,50,cluster4
7548,'Influenza and pneumonia',MO,3,cluster8
7549,HIV/AIDS,OK,26,cluster0
7550,HIV/AIDS,MN,16,cluster0
7551,'Diabetes mellitus',ND,116,cluster4
7552,Malaria,GA,0,cluster7
7553,'Diarrheal Diseases',TX,11,cluster1
7554,'Diarrheal Diseases',NC,41,cluster1
7555,'Malignant tumours',TX,146,cluster2
7556,'Chronic lower respiratory diseases',KS,9,cluster5
7557,'Cerebrovascular Disease',VA,30,cluster3
7558,'Cerebrovascular Disease',PA,57,cluster3
7559,'Malignant tumours',NC,14,cluster2
7560,'Chronic lower respiratory diseases',GA,8,cluster5
7561,'Influenza and pneumonia',NE,1,cluster8
7562,'Chronic lower respiratory diseases',OH,19,cluster5
7563,'Chronic lower respiratory diseases',VA,25,cluster5
7564,'Influenza and pneumonia',MA,164,cluster8
7565,Malaria,IA,32,cluster7
7566,'Diabetes mellitus',NV,0,cluster4
7567,'Diabetes mellitus',MS,49,cluster4
7568,Tuberculosis,ID,13,cluster6
7569,'Diabetes mellitus',TN,40,cluster4
7570,'Cerebrovascular Disease',LA,43,cluster3
7571,'Influenza and pneumonia',UT,4,cluster8
7572,'Cerebrovascular Disease',MO,20,cluster3
7573,Cholera,ME,15,cluster9
7574,'Diabetes mellitus',ND,1,cluster4
7575,'Diabetes mellitus',PA,614,cluster4
7576,Tuberculosis,TX,34,cluster6
7577,Tuberculosis,TX,35,cluster6
7578,Malaria,NY,243,cluster7
7579,Cholera,AL,89,cluster9
7580,'Diarrheal Diseases',NC,549,cluster1
7581,'Diarrheal Diseases',NM,190,cluster1
7582,Tuberculosis,SD,5,cluster6
7583,'Cerebrovascular Disease',TX,27,cluster3
7584,'Influenza and pneumonia',CO,13,cluster8
7585,'Chronic lower respiratory diseases',NE,6,cluster5
7586,'Diarrheal Diseases',KY,37,cluster1
7587,Cholera,KS,97,cluster9
7588,Cholera,KS,10,cluster9
7589,'Malignant tumours',KY,5,cluster2
7590,HIV/AIDS,LA,7,cluster0
7591,'Diarrheal Diseases',NE,1,cluster1
7592,HIV/AIDS,OR,25,cluster0
7593,'Influenza and pneumonia',IL,12,cluster8
7594,Cholera,CT,1283,cluster9
7595,'Cerebrovascular Disease',ME,35,cluster3
7596,'Cerebrovascular Disease',AR,31,cluster3
7597,'Malignant tumours',NE,13,cluster2
7598,'Chronic lower respiratory diseases',OK,1,cluster5
7599,'Diarrheal Diseases',KY,48,cluster1
7600,'Influenza and pneumonia',MO,19,cluster8
7601,Malaria,IN,19,cluster7
7602,'Cerebrovascular Disease',TX,27,cluster3
7603,Tuberculosis,IL,9192,cluster6
7604,HIV/AIDS,TX,20,cluster0
7605,'Influenza and pneumonia',NY,382,cluster8
7606,'Diarrheal Diseases',TN,34,cluster1
7607,Malaria,NY,99,cluster7
7608,Malaria,TX,2,cluster7
7609,Cholera,MA,6,cluster9
7610,'Diarrheal Diseases',AL,315,cluster1
7611,'Diarrheal Diseases',TN,19,cluster1
7612,'Diarrheal Diseases',ND,1,cluster1
7613,'Malignant tumours',GA,8,cluster2
7614,'Influenza and pneumonia',OR,3,cluster8
7615,'Malignant tumours',NE,1,cluster2
7616,'Diarrheal Diseases',MS,33,cluster1
7617,Malaria,KS,43,cluster7
7618,'Malignant tumours',WV,14,cluster2
7619,'Cerebrovascular Disease',AK,21,cluster3
7620,HIV/AIDS,IL,21,cluster0
7621,Tuberculosis,CT,335,cluster6
7622,HIV/AIDS,OH,42,cluster0
7623,Malaria,NV,5,cluster7
7624,'Chronic lower respiratory diseases',IL,12,cluster5
7625,Malaria,GA,3,cluster7
7626,'Chronic lower respiratory diseases',GA,173,cluster5
7627,'Chronic lower respiratory diseases',AK,49,cluster5
7628,'Chronic lower respiratory diseases',SD,6,cluster5
7629,'Cerebrovascular Disease',NJ,78,cluster3
7630,'Influenza and pneumonia',SC,59,cluster8
7631,Tuberculosis,MT,30,cluster6
7632,Malaria,KY,9,cluster7
7633,'Chronic lower respiratory diseases',ME,153,cluster5
7634,Cholera,FL,206,cluster9
7635,Tuberculosis,SC,4,cluster6
7636,HIV/AIDS,MS,4,cluster0
7637,'Diarrheal Diseases',GA,52,cluster1
7638,'Chronic lower respiratory diseases',CA,477,cluster5
7639,'Cerebrovascular Disease',TN,22,cluster3
7640,'Chronic lower respiratory diseases',IL,9,cluster5
7641,HIV/AIDS,WI,19,cluster0
7642,'Influenza and pneumonia',NE,0,cluster8
7643,Tuberculosis,MS,10,cluster6
7644,'Diarrheal Diseases',NE,0,cluster1
7645,'Diabetes mellitus',WI,128,cluster4
7646,Tuberculosis,SD,1,cluster6
7647,Cholera,MS,0,cluster9
7648,'Malignant tumours',TN,628,cluster2
7649,Malaria,TX,12,cluster7
7650,'Chronic lower respiratory diseases',MN,7,cluster5
7651,Cholera,MS,19,cluster9
7652,'Diarrheal Diseases',CA,3177,cluster1
7653,'Influenza and pneumonia',SD,9,cluster8
7654,Malaria,PA,141,cluster7
7655,'Malignant tumours',MS,27,cluster2
7656,'Cerebrovascular Disease',NJ,143,cluster3
7657,HIV/AIDS,KY,5,cluster0
7658,Malaria,FL,52,cluster7
7659,'Malignant tumours',NC,62,cluster2
7660,Cholera,VA,30,cluster9
7661,'Influenza and pneumonia',VA,39,cluster8
7662,'Cerebrovascular Disease',IA,5,cluster3
7663,Tuberculosis,KY,77,cluster6
7664,'Malignant tumours',AR,11,cluster2
7665,'Diabetes mellitus',MD,51,cluster4
7666,Cholera,WV,3,cluster9
7667,'Diarrheal Diseases',ND,5,cluster1
7668,'Diabetes mellitus',SD,6,cluster4
7669,'Diarrheal Diseases',PA,141,cluster1
7670,'Cerebrovascular Disease',NC,12,cluster3
7671,'Malignant tumours',LA,202,cluster2
7672,'Diabetes mellitus',NC,9,cluster4
7673,'Malignant tumours',PA,31,cluster2
7674,HIV/AIDS,TX,13,cluster0
7675,'Influenza and pneumonia',MI,12,cluster8
7676,Malaria,NY,1848,cluster7
7677,'Cerebrovascular Disease',KY,8,cluster3
7678,Malaria,FL,30,cluster7
7679,'Malignant tumours',NE,10,cluster2
7680,'Chronic lower respiratory diseases',TX,6,cluster5
7681,HIV/AIDS,ND,1,cluster0
7682,Cholera,AR,74,cluster9
7683,'Diabetes mellitus',NE,4,cluster4
7684,'Diarrheal Diseases',VA,16,cluster1
7685,'Diarrheal Diseases',MN,41,cluster1
7686,'Malignant tumours',VA,33,cluster2
7687,'Malignant tumours',ND,2,cluster2
7688,'Diabetes mellitus',PA,14,cluster4
7689,'Malignant tumours',WY,1,cluster2
7690,Malaria,TX,20,cluster7
7691,'Malignant tumours',VA,20,cluster2
7692,'Malignant tumours',MN,429,cluster2
7693,Tuberculosis,VA,47,cluster6
7694,Malaria,MO,1,cluster7
7695,'Malignant tumours',WV,8,cluster2
7696,'Malignant tumours',WV,12,cluster2
7697,'Chronic lower respiratory diseases',NV,0,cluster5
7698,HIV/AIDS,IA,13,cluster0
7699,'Diarrheal Diseases',NC,28,cluster1
7700,'Cerebrovascular Disease',MN,10,cluster3
7701,Cholera,AZ,279,cluster9
7702,'Chronic lower respiratory diseases',LA,49,cluster5
7703,Cholera,ID,10,cluster9
7704,'Influenza and pneumonia',GA,4,cluster8
7705,Malaria,AR,16,cluster7
7706,Tuberculosis,NY,83,cluster6
7707,'Influenza and pneumonia',MS,6,cluster8
7708,'Influenza and pneumonia',ME,59,cluster8
7709,'Influenza and pneumonia',IN,16,cluster8
7710,Malaria,VA,232,cluster7
7711,'Malignant tumours',MS,0,cluster2
7712,Cholera,OH,10,cluster9
7713,'Chronic lower respiratory diseases',WI,9,cluster5
7714,'Chronic lower respiratory diseases',MS,47,cluster5
7715,HIV/AIDS,SC,182,cluster0
7716,HIV/AIDS,MO,32,cluster0
7717,Tuberculosis,MO,916,cluster6
7718,'Influenza and pneumonia',GA,44,cluster8
7719,'Influenza and pneumonia',PA,16,cluster8
7720,'Influenza and pneumonia',IN,15,cluster8
7721,Cholera,OK,5,cluster9
7722,Malaria,GA,62,cluster7
7723,'Diabetes mellitus',MT,1,cluster4
7724,'Malignant tumours',NY,83,cluster2
7725,'Cerebrovascular Disease',NY,18,cluster3
7726,Tuberculosis,KY,7,cluster6
7727,'Diabetes mellitus',OH,31,cluster4
7728,'Diabetes mellitus',MT,9,cluster4
7729,Tuberculosis,MT,3,cluster6
7730,Cholera,WV,11,cluster9
7731,Cholera,SD,4,cluster9
7732,HIV/AIDS,MS,205,cluster0
7733,'Malignant tumours',CA,17,cluster2
7734,'Chronic lower respiratory diseases',PA,231,cluster5
7735,'Influenza and pneumonia',IA,76,cluster8
7736,Malaria,NY,1085,cluster7
7737,Tuberculosis,TX,34,cluster6
7738,'Cerebrovascular Disease',MT,1,cluster3
7739,Tuberculosis,NC,4,cluster6
7740,Malaria,OK,17,cluster7
7741,'Chronic lower respiratory diseases',FL,150,cluster5
7742,HIV/AIDS,KY,7,cluster0
7743,'Diarrheal Diseases',KS,13,cluster1
7744,'Diabetes mellitus',WI,65,cluster4
7745,Tuberculosis,KS,0,cluster6
7746,Malaria,ID,8,cluster7
7747,Malaria,TN,54,cluster7
7748,Cholera,AK,5,cluster9
7749,Tuberculosis,CO,296,cluster6
7750,'Diarrheal Diseases',FL,105,cluster1
7751,'Diarrheal Diseases',GA,3,cluster1
7752,'Diarrheal Diseases',ID,14,cluster1
7753,Tuberculosis,IN,7,cluster6
7754,Tuberculosis,ND,92,cluster6
7755,'Diarrheal Diseases',GA,8,cluster1
7756,'Influenza and pneumonia',VA,118,cluster8
7757,Cholera,MN,4,cluster9
7758,HIV/AIDS,IL,7,cluster0
7759,Malaria,MN,13,cluster7
7760,'Malignant tumours',IA,9,cluster2
7761,Tuberculosis,UT,479,cluster6
7762,HIV/AIDS,OK,90,cluster0
7763,'Chronic lower respiratory diseases',AR,15,cluster5
7764,'Influenza and pneumonia',MI,154,cluster8
7765,'Diarrheal Diseases',KY,9,cluster1
7766,Malaria,NV,0,cluster7
7767,'Malignant tumours',KS,2,cluster2
7768,Cholera,PA,79,cluster9
7769,HIV/AIDS,MO,12,cluster0
7770,'Cerebrovascular Disease',GA,8,cluster3
7771,'Influenza and pneumonia',IN,25,cluster8
7772,Tuberculosis,ND,0,cluster6
7773,'Diarrheal Diseases',KY,41,cluster1
7774,HIV/AIDS,TX,48,cluster0
7775,Malaria,WI,175,cluster7
7776,'Chronic lower respiratory diseases',IL,5,cluster5
7777,Tuberculosis,MN,26,cluster6
7778,'Cerebrovascular Disease',OH,20,cluster3
7779,'Diarrheal Diseases',VA,166,cluster1
7780,'Diarrheal Diseases',VA,7,cluster1
7781,'Diarrheal Diseases',FL,120,cluster1
7782,'Diarrheal Diseases',LA,21,cluster1
7783,'Influenza and pneumonia',WA,30,cluster8
7784,'Diarrheal Diseases',GA,14,cluster1
7785,'Diabetes mellitus',WV,82,cluster4
7786,'Diabetes mellitus',VA,44,cluster4
7787,'Malignant tumours',MS,25,cluster2
7788,Malaria,MO,26,cluster7
7789,Malaria,KY,16,cluster7
7790,'Influenza and pneumonia',MS,10,cluster8
7791,'Chronic lower respiratory diseases',AK,50,cluster5
7792,Malaria,NH,225,cluster7
7793,HIV/AIDS,TN,26,cluster0
7794,Tuberculosis,NE,7,cluster6
7795,HIV/AIDS,VA,2,cluster0
7796,Tuberculosis,IA,40,cluster6
7797,Tuberculosis,KS,17,cluster6
7798,'Malignant tumours',MS,49,cluster2
7799,'Influenza and pneumonia',LA,5,cluster8
7800,Cholera,WA,27,cluster9
7801,'Diabetes mellitus',PA,88,cluster4
7802,HIV/AIDS,ME,38,cluster0
7803,'Influenza and pneumonia',IN,49,cluster8
7804,'Influenza and pneumonia',NM,76,cluster8
7805,'Chronic lower respiratory diseases',IL,24,cluster5
7806,'Chronic lower respiratory diseases',AR,13,cluster5
7807,'Cerebrovascular Disease',IL,10,cluster3
7808,Malaria,NC,59,cluster7
7809,'Chronic lower respiratory diseases',TN,27,cluster5
7810,'Diabetes mellitus',VA,75,cluster4
7811,'Diarrheal Diseases',MT,6,cluster1
7812,'Malignant tumours',ME,30,cluster2
7813,'Chronic lower respiratory diseases',TN,21,cluster5
7814,'Diarrheal Diseases',VA,178,cluster1
7815,'Diabetes mellitus',CA,1513,cluster4
7816,'Diabetes mellitus',NE,0,cluster4
7817,'Chronic lower respiratory diseases',CA,12,cluster5
7818,'Cerebrovascular Disease',PA,372,cluster3
7819,'Influenza and pneumonia',AR,24,cluster8
7820,'Diabetes mellitus',ID,46,cluster4
7821,Malaria,AZ,44,cluster7
7822,'Malignant tumours',GA,144,cluster2
7823,'Diarrheal Diseases',TN,39,cluster1
7824,'Diabetes mellitus',KS,11,cluster4
7825,HIV/AIDS,IN,96,cluster0
7826,Cholera,MN,3,cluster9
7827,'Diarrheal Diseases',MS,2,cluster1
7828,'Cerebrovascular Disease',AR,34,cluster3
7829,Cholera,GA,97,cluster9
7830,'Influenza and pneumonia',CA,10,cluster8
7831,'Diarrheal Diseases',IA,31,cluster1
7832,Malaria,LA,2,cluster7
7833,Malaria,NE,2,cluster7
7834,Tuberculosis,CA,415,cluster6
7835,'Diabetes mellitus',VA,11,cluster4
7836,Cholera,IL,560,cluster9
7837,Tuberculosis,CO,123,cluster6
7838,'Influenza and pneumonia',MN,1122,cluster8
7839,'Chronic lower respiratory diseases',MO,129,cluster5
7840,'Chronic lower respiratory diseases',WI,2,cluster5
7841,HIV/AIDS,GA,31,cluster0
7842,'Malignant tumours',IN,20,cluster2
7843,Tuberculosis,VA,47,cluster6
7844,Malaria,GA,83,cluster7
7845,'Malignant tumours',OK,5,cluster2
7846,'Diabetes mellitus',GA,19,cluster4
7847,'Diabetes mellitus',OK,22,cluster4
7848,'Malignant tumours',FL,326,cluster2
7849,Cholera,IA,15,cluster9
7850,'Diabetes mellitus',NC,9,cluster4
7851,'Malignant tumours',MO,27,cluster2
7852,'Diarrheal Diseases',OR,21,cluster1
